frame_id,timestamp,nose_x,nose_y,nose_z,nose_visibility,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_visibility,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_visibility,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_visibility,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_visibility,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_visibility,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_visibility,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_visibility,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_visibility,left_hip_x,left_hip_y,left_hip_z,left_hip_visibility,right_hip_x,right_hip_y,right_hip_z,right_hip_visibility,left_knee_x,left_knee_y,left_knee_z,left_knee_visibility,right_knee_x,right_knee_y,right_knee_z,right_knee_visibility,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_visibility,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_visibility,left_heel_x,left_heel_y,left_heel_z,left_heel_visibility,right_heel_x,right_heel_y,right_heel_z,right_heel_visibility,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_visibility,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_visibility
0,0.0,0.3554751884093655,0.006869961434364349,-3.0708458979543822,0.9995823502540588,0.3157529931167839,0.10706455574987306,0.9036735671764563,0.9987109899520874,0.11707026082411362,0.09457272630307095,-4.047350237454813,0.9998800754547119,0.344997310544311,0.2493342287313535,4.145099462926195,0.17210060358047485,0.0012855898885253054,0.19208306965610428,-6.92972952133462,0.9957387447357178,0.38043219910313536,0.350765327277715,5.625975652945172,0.386898934841156,0.02693078178670488,0.045539205851722594,-9.383240309575337,0.9963462948799133,0.3932204203767403,0.3845675972185664,6.050703201223702,0.34802910685539246,0.014821256852629671,0.01910346169009654,-10.166620122834193,0.9925289750099182,0.3225091445310226,0.4730178302133543,1.4761980594037143,0.9997883439064026,0.20323610464664799,0.48459050495493433,-1.4814062270980017,0.9998762607574463,0.3510270209276502,0.6905072519536636,4.537463898820938,0.9109660387039185,0.1735511897692564,0.7212709331498679,0.10872404102541129,0.9880092740058899,0.41223016355540837,0.891911986825241,7.901840880059079,0.9724129438400269,0.09276925386220201,0.924076502817943,2.905831289488782,0.9920387268066406,0.3883622592371578,0.9322161399402457,8.19100931023926,0.9582849740982056,0.04246668229009911,0.9581784262142229,3.1288606436805497,0.9351193904876709,0.5493816472598607,0.9318498659852316,7.22083404223292,0.981631875038147,0.19884033141200275,1.0,1.4830838354129015,0.9875226616859436
1,0.041666666666666664,0.3482429416703488,0.013816666044206947,-2.807324859870398,0.9993135333061218,0.3153695148507229,0.11251586839265632,1.0820603697477156,0.9984753131866455,0.1170919521776309,0.10032399549029655,-3.7505543232997502,0.9998642802238464,0.3286484172558034,0.25565079689974857,3.315528458537179,0.16334298253059387,0.0012855898885253054,0.19675843755722963,-6.501279028774011,0.9957147836685181,0.3791582187100864,0.37412308530403043,3.4798657883688624,0.36701616644859314,0.027864138773368113,0.04276630992910124,-8.638075206998936,0.9961771965026855,0.39261984018698454,0.41362144696459413,3.6625690127745365,0.3314038813114166,0.016803364137352894,0.01910346169009654,-9.399070761006268,0.992112934589386,0.32593694106377974,0.47216860099205993,1.483144872615542,0.9997502565383911,0.20304842207842283,0.48343343617661616,-1.4880703255209116,0.9998588562011719,0.3507414881286996,0.6921239765185552,3.9173468803108755,0.9082192182540894,0.1733814135554824,0.7206339721248439,-0.5195850102254944,0.9880034923553467,0.41093470748422717,0.8967441152090517,6.855227285676756,0.9717206358909607,0.09280410443714936,0.9231164986175503,1.888390600124758,0.9919905066490173,0.38792152794441176,0.9372893178772076,7.086597654199319,0.9560451507568359,0.044395191210970096,0.9557778271896095,2.0653999577202025,0.9322683811187744,0.5488973766682641,0.9360567783059177,6.006795786509692,0.9809113144874573,0.19487477507434695,1.0,0.3522270646923952,0.9874757528305054
2,0.08333333333333333,0.34584718818805293,0.018380284061953352,-2.5580487069109754,0.9990614056587219,0.31564932768813914,0.1160753106575343,1.1718373400442303,0.9983033537864685,0.11884825259221589,0.10419383262471034,-3.6308860887977787,0.999845027923584,0.323361779916683,0.2589917116726844,3.28123312150299,0.1571713387966156,0.0012855898885253054,0.1997246422184974,-6.360262876572371,0.9956247806549072,0.3794317640581606,0.3835894480209282,3.471384387746312,0.35190874338150024,0.02884548421468085,0.04538617690935235,-8.446182949472668,0.995924174785614,0.3930412822975361,0.4234811942931449,3.6585323628045225,0.3185866177082062,0.017554888461633417,0.01910346169009654,-9.195261016673808,0.9915521144866943,0.3270509904989255,0.4745395367950432,1.4921725274551614,0.9997193217277527,0.20368923824527047,0.4855725205991009,-1.4970312155946814,0.999843418598175,0.3510957636631326,0.6936350069534478,3.9662430813739973,0.9056257605552673,0.17408931409729347,0.7214983153561687,-0.5022307352084714,0.9879941940307617,0.4087711716391996,0.8994383921196885,6.914653171468865,0.9710983633995056,0.09356984669080678,0.9235048116033677,1.921460766620522,0.9919174313545227,0.38795543458513365,0.9393768889093594,7.147943863827689,0.9543020725250244,0.04549662154895944,0.9570051535529734,2.099364027729982,0.9301846623420715,0.5484980946743622,0.9380421478045271,6.078603130875572,0.9802491068840027,0.19423602081725846,1.0,0.3921356646177972,0.9873757362365723
3,0.125,0.3451221821620688,0.020087838879133697,-2.4940682788106265,0.9988399147987366,0.31516012657217013,0.11719534246384028,1.1711519203252003,0.9982139468193054,0.11938858343473206,0.10538045111679888,-3.6017186564843606,0.9998276233673096,0.32365687843635926,0.2604186378605993,3.1487061622282932,0.15374112129211426,0.0012855898885253054,0.20075732565092874,-6.298173067894718,0.9955404996871948,0.37933451501836307,0.39227036392990455,3.190135657631197,0.34197941422462463,0.027045063074864116,0.046928871498632424,-8.321708310629615,0.9956708550453186,0.3934523716103272,0.43603935609896544,3.343359891239662,0.31018707156181335,0.014216656836192143,0.01910346169009654,-9.062986164345988,0.9910191297531128,0.32710997808487513,0.47571570890004916,1.4987786141292554,0.9996991753578186,0.20352324851331216,0.48672478020056936,-1.5035589947561205,0.9998341798782349,0.3510070538119782,0.6940263602370293,4.052823299263522,0.9048058390617371,0.17420764658578783,0.7217631633003486,-0.5129437777066388,0.9881791472434998,0.40628050129128257,0.9006749875047768,7.062369110860289,0.9711004495620728,0.09353721260381372,0.9239301727718281,1.872362513500021,0.9919518828392029,0.38691039882595724,0.940243344517558,7.303062976343753,0.9535897374153137,0.04562089177833317,0.9578411268565408,2.04591372011951,0.9290239214897156,0.5475431407567463,0.9389628822900529,6.242626811147997,0.9799802899360657,0.1932245157076832,1.0,0.3374307836760292,0.9873906970024109
4,0.16666666666666666,0.34537351135027367,0.020594471317201348,-2.515164624850729,0.9987403154373169,0.3158953605492873,0.11736584610470993,1.1966793907378417,0.9981649518013,0.1203341930925685,0.10555668085465274,-3.5542632323590557,0.9998196959495544,0.32540764823933704,0.2606585142779716,3.266003729069091,0.15132267773151398,0.0012855898885253054,0.20042280521164796,-6.304114885376792,0.9955468773841858,0.38047968620055317,0.39347320378644324,3.4509023302952104,0.33594128489494324,0.02580114190590028,0.0472509711177584,-8.39894546921614,0.9955480694770813,0.39518882787693854,0.43438244238449414,3.6347353006457377,0.30520305037498474,0.012260383303756773,0.01910346169009654,-9.143521522035057,0.9907212257385254,0.3290473263930415,0.4759424802406311,1.4952787774566785,0.9996862411499023,0.2044356525171635,0.48695684635427283,-1.499944617545405,0.999829888343811,0.35197635166664476,0.6941323678958389,4.073662659717719,0.9042900204658508,0.1751599864226711,0.7216921333758258,-0.5548545456287414,0.9883064031600952,0.40575923469214925,0.9009561508963871,7.087544827921933,0.9710951447486877,0.0945039470345911,0.9238040855039892,1.7406415215644269,0.991955041885376,0.3872960030528251,0.9401427831726844,7.328642754950926,0.95294189453125,0.04753703520634566,0.9578191657408872,1.9053667070276612,0.9277821779251099,0.5484251611962152,0.9390418028259372,6.278783922033413,0.979744017124176,0.19332118471181706,1.0,0.19927127560704858,0.9873847961425781
5,0.20833333333333334,0.3450730427013731,0.024502140278098092,-2.5280726642509124,0.9987449645996094,0.3190272826666224,0.12122090847283767,1.1326518988220404,0.998177707195282,0.11723577201061225,0.10901587285410101,-3.3974859639138852,0.9998233914375305,0.33042263408216843,0.26590916180607094,2.9661774663239573,0.15273112058639526,0.0012855898885253054,0.2038331433534244,-5.997812283023504,0.9956954717636108,0.3839929743816,0.3987496376976515,2.996486627140081,0.33697187900543213,0.024294451253023812,0.048660450548836866,-8.03742576937332,0.9956199526786804,0.39970035211415517,0.442430991775005,3.1330997730445316,0.30602502822875977,0.009262131714368915,0.01910346169009654,-8.75394946878557,0.9907991886138916,0.33207884387728137,0.47774735360041254,1.4051439567539692,0.9996818900108337,0.20475424693412506,0.48893818366169106,-1.409605394101986,0.9998330473899841,0.3526324824946592,0.6954314818687688,3.972612330549924,0.9056422114372253,0.17586577779987494,0.7231578289913633,-0.5998494059458095,0.988608181476593,0.4044570918674804,0.9014964558928351,6.935714564472439,0.9715174436569214,0.09641914785385826,0.9244748776504367,1.5212089434018374,0.9920035004615784,0.386678470601708,0.9397402964430293,7.175988044748824,0.9527404308319092,0.051927214361999076,0.9582472065447385,1.672756620962541,0.9267051815986633,0.5471842126592383,0.9392544032862244,6.166125733865423,0.9797742366790771,0.19302084995356264,1.0,0.0035900325949083894,0.9874416589736938
6,0.25,0.34602390091596547,0.02751156720124012,-2.4979541351686043,0.998755693435669,0.3220306628732017,0.12416777138555117,1.0277697827277752,0.9982218146324158,0.11592721945191163,0.11129182747811156,-3.2861658671182647,0.9998273253440857,0.3362415359702944,0.26843951596324217,2.770395599755374,0.15753822028636932,0.0012855898885253054,0.20507705530051246,-5.807405810623284,0.9958410859107971,0.38734506622238585,0.39806197769814355,2.742172920841318,0.34347519278526306,0.021021977253350258,0.04879616472812037,-7.837863813270398,0.9956985712051392,0.40383852546061,0.44175221674231013,2.8606965385169985,0.31140461564064026,0.0049416678913356184,0.01910346169009654,-8.53760476363066,0.9908889532089233,0.3337723150869444,0.47715145275481186,1.346111180350293,0.9996743202209473,0.20502509410159397,0.48856191238627994,-1.3503299984340538,0.9998340010643005,0.3533294944738201,0.6962324973300387,3.770582477455261,0.9065929055213928,0.17707477394990845,0.7236774828100753,-0.67447669591801,0.9888057708740234,0.4041870842031572,0.9017150833613444,6.531301112852659,0.9717985391616821,0.09833454404528437,0.9248757753252671,1.3041321579581298,0.9919769167900085,0.38695436193672633,0.9388348734188815,6.7499274473090685,0.9520927667617798,0.05544740411254017,0.9579280399858242,1.4428449254602818,0.9250341057777405,0.5475194087433332,0.9383266558273455,5.737224302206316,0.9796606302261353,0.19272182163745322,1.0,-0.19775631862963763,0.9873870015144348
7,0.2916666666666667,0.3471898837597441,0.028707278672973412,-2.477204142745633,0.9987403154373169,0.32578177209671816,0.1248298617989103,0.9968305880044817,0.9982631802558899,0.11653231306388587,0.11171258176195248,-3.255292247591265,0.999830961227417,0.3397022949893794,0.2680247107359278,2.749752364311382,0.16026510298252106,0.0012855898885253054,0.2013777612972519,-5.770049262893428,0.9959732294082642,0.3911130592250238,0.397476971625698,2.7403689682292898,0.34864407777786255,0.021041960682979182,0.049333943813439786,-7.7811746218273425,0.9957551956176758,0.40758697456614673,0.4398631628946901,2.8631543960630443,0.3160299062728882,0.004159741076012307,0.01910346169009654,-8.469922596094872,0.9909250140190125,0.3375279394034522,0.4738977943892948,1.3229092003471272,0.9996604323387146,0.2064569923390687,0.48508671582036805,-1.3269474687942673,0.9998314380645752,0.35573857011942056,0.6963082632092291,3.5545056272943127,0.9057333469390869,0.1795248125206911,0.7224050540076122,-0.7563765069656236,0.9888512492179871,0.407435359821133,0.9025691570919305,6.134434623286562,0.9715117812156677,0.10187290818603102,0.9250635212318903,1.1210641858162746,0.9918580055236816,0.3903078286534047,0.9387601176453654,6.333328293719161,0.950857400894165,0.0599374486363926,0.957700719895871,1.2479593956549764,0.9226933717727661,0.5509088316959809,0.9374792060925549,5.312887525037119,0.979188084602356,0.19557726354576993,1.0,-0.3865600800735,0.9871829152107239
8,0.3333333333333333,0.3545606220588471,0.03130687254295066,-2.5572103233394166,0.9988000988960266,0.3371098587562993,0.12697665467673855,0.9671124131895795,0.9983529448509216,0.12245047104591297,0.11416453399081393,-3.0468615284518887,0.9998396039009094,0.35650694870058597,0.26949274844633975,2.4709779524116775,0.17692537605762482,0.0012855898885253054,0.20193983204985386,-5.517514893262557,0.9962330460548401,0.40518029157982993,0.3993496520778763,2.095202950305279,0.37186944484710693,0.021596227120663673,0.049988668646263834,-7.463178173984832,0.9959767460823059,0.4221644013644112,0.4448491220849964,2.124497060774251,0.33565235137939453,0.004801827783248808,0.01910346169009654,-8.142500283965159,0.9912753105163574,0.3461200453527606,0.47339784400058654,1.2867079300151827,0.9996576905250549,0.2129264938672252,0.48535541312269886,-1.2904672330337306,0.9998359084129333,0.36182184924274763,0.6962181307812549,3.3600008198629956,0.9079017043113708,0.18471207252339844,0.7226605540023605,-1.0424160213229963,0.9893195033073425,0.4119432810199654,0.9027882650244692,5.912288443194742,0.9722076654434204,0.10512173770667753,0.9286644965614556,0.5859006879830697,0.9920668005943298,0.3967742387569214,0.938811236737787,6.103740447019164,0.9516517519950867,0.06658166727111946,0.9603226923433206,0.6821833131234076,0.9222372770309448,0.556334329284696,0.9375449964125926,5.072471911575206,0.9794047474861145,0.20022389250971875,1.0,-1.0092582533986192,0.9874313473701477
9,0.375,0.3556443505999193,0.03285471988619287,-2.254777591485704,0.9988426566123962,0.3402207114418233,0.12780317833428811,1.0886547570003904,0.9984709620475769,0.12276461531280988,0.11504211676419436,-2.626091110784746,0.9998423457145691,0.36580308717068855,0.27078352657377985,2.2632238645425296,0.21042704582214355,0.0012855898885253054,0.20241075861489188,-5.074047086885134,0.9964464902877808,0.4136252187994627,0.40381080223148835,1.466703319962601,0.4133416414260864,0.016518625897067558,0.049935271114813426,-6.991983531018961,0.9961994886398315,0.43041638018823913,0.4508465795772246,1.4064372837432089,0.3735828399658203,0.00019549679112317738,0.01910346169009654,-7.657364276107356,0.9916609525680542,0.34822557149887423,0.47149950201201335,1.2651756144667055,0.9996572732925415,0.2134803805834634,0.4840817164304373,-1.2685653381898783,0.9998370409011841,0.3624842135488215,0.6958948812730587,2.959576835748603,0.9094323515892029,0.1850002169912027,0.7215541592300551,-1.1194177293109275,0.9896479845046997,0.41240993159181744,0.902524549347484,5.298671651225589,0.9723772406578064,0.1051069903101828,0.9289779605174271,0.4765531480895637,0.9921295642852783,0.39664613484078987,0.9384891352914219,5.4659957568799,0.9515419006347656,0.06809682065581567,0.9602111829350475,0.5677611813961118,0.9203672409057617,0.5547781326364868,0.9373191569386825,4.423757989501323,0.9791642427444458,0.1983032789144872,1.0,-1.0837192021023792,0.9874462485313416
