expert_id,backswing_width,impact_height,follow_through_depth
expert_1,0.4161590188741684,0.1192653626203537,0.3629719614982605
expert_2,0.4290565252304077,0.08193081617355347,0.33454668521881104
expert_3,0.44653238356113434,0.07882925868034363,0.35770031809806824
expert_4,0.38111358880996704,0.06817105412483215,0.33298397064208984
