frame,0_x,0_y,0_z,0_v,11_x,11_y,11_z,11_v,12_x,12_y,12_z,12_v,13_x,13_y,13_z,13_v,14_x,14_y,14_z,14_v,15_x,15_y,15_z,15_v,16_x,16_y,16_z,16_v,17_x,17_y,17_z,17_v,18_x,18_y,18_z,18_v,23_x,23_y,23_z,23_v,24_x,24_y,24_z,24_v,25_x,25_y,25_z,25_v,26_x,26_y,26_z,26_v,27_x,27_y,27_z,27_v,28_x,28_y,28_z,28_v,29_x,29_y,29_z,29_v,30_x,30_y,30_z,30_v,31_x,31_y,31_z,31_v,32_x,32_y,32_z,32_v
0,0.4934101104736328,0.45358067750930786,-0.11077535897493362,0.9996325969696045,0.45003557205200195,0.4985470771789551,0.12196420133113861,0.9995111227035522,0.4453325867652893,0.49343934655189514,-0.2839173674583435,0.999970555305481,0.466585636138916,0.5624730587005615,0.19702857732772827,0.15824131667613983,0.46100661158561707,0.5651766657829285,-0.33401060104370117,0.9931257963180542,0.5228124856948853,0.5948168635368347,0.14039449393749237,0.4034322202205658,0.511679470539093,0.6151809692382812,-0.32845938205718994,0.9897633790969849,0.5413678288459778,0.5970860719680786,0.14040130376815796,0.39202597737312317,0.5215585827827454,0.632155179977417,-0.37033334374427795,0.9819964170455933,0.43753671646118164,0.6360927224159241,0.11804454773664474,0.9980491399765015,0.42318010330200195,0.6349294185638428,-0.11822204291820526,0.9983251690864563,0.45005887746810913,0.7314453125,0.17682890594005585,0.7277114391326904,0.42069211602211,0.7332316637039185,-0.09972231090068817,0.9888035655021667,0.45942550897598267,0.8275749087333679,0.3006969392299652,0.9268855452537537,0.36671507358551025,0.8253977298736572,0.0062280138954520226,0.9937605261802673,0.44945451617240906,0.8461833596229553,0.3074539005756378,0.9073611497879028,0.34898677468299866,0.8354959487915039,0.011003904975950718,0.9681254029273987,0.5070493221282959,0.8511133790016174,0.23785628378391266,0.9525415897369385,0.390102356672287,0.8663739562034607,-0.09255504608154297,0.9910287857055664
1,0.4826604425907135,0.45311957597732544,-0.12344320118427277,0.9996657371520996,0.46059876680374146,0.5030446648597717,0.13782981038093567,0.9995455741882324,0.4296920597553253,0.4926315248012543,-0.22475853562355042,0.9999693632125854,0.4935240149497986,0.5610516667366028,0.21140506863594055,0.2040717452764511,0.4461611211299896,0.5593770742416382,-0.329820841550827,0.9932286739349365,0.5624599456787109,0.584065854549408,0.14019383490085602,0.4556615948677063,0.5050989985466003,0.5988336205482483,-0.3836866617202759,0.9899061322212219,0.581688642501831,0.5870540738105774,0.1338929384946823,0.4424082040786743,0.5153142213821411,0.6096233129501343,-0.4298333525657654,0.98206627368927,0.44310706853866577,0.636515736579895,0.10893294960260391,0.9981430172920227,0.41977179050445557,0.6357788443565369,-0.10902070999145508,0.998381495475769,0.4504551887512207,0.7317208051681519,0.14176391065120697,0.7416579127311707,0.40337279438972473,0.733463704586029,-0.10171549022197723,0.9895005226135254,0.4592704176902771,0.8284640908241272,0.23651446402072906,0.9300285577774048,0.3594438433647156,0.8213984966278076,-0.0119031285867095,0.994045078754425,0.4487209916114807,0.8474810123443604,0.23908020555973053,0.9099698066711426,0.34690943360328674,0.8319389224052429,-0.009715009480714798,0.9681078195571899,0.5075914263725281,0.8520987629890442,0.15812577307224274,0.9542920589447021,0.37451285123825073,0.8629077672958374,-0.12331607937812805,0.9913767576217651
2,0.47562217712402344,0.45163920521736145,-0.09593689441680908,0.9996954202651978,0.46383973956108093,0.5040509700775146,0.14865244925022125,0.9995729923248291,0.4183099567890167,0.49109187722206116,-0.20571960508823395,0.9999678730964661,0.500615119934082,0.5589594841003418,0.21529936790466309,0.25643959641456604,0.43164438009262085,0.552422821521759,-0.3260611593723297,0.9932692646980286,0.5739626884460449,0.5758428573608398,0.13574008643627167,0.5045045614242554,0.49730184674263,0.5829650163650513,-0.38894447684288025,0.9900006651878357,0.5936197638511658,0.5767349004745483,0.1235242486000061,0.4897634983062744,0.5070566534996033,0.5921496748924255,-0.4331305921077728,0.982117772102356,0.44551193714141846,0.6370408535003662,0.10407144576311111,0.99821537733078,0.41581618785858154,0.636715292930603,-0.10413377732038498,0.9984391331672668,0.45069754123687744,0.731908917427063,0.1292622834444046,0.7580548524856567,0.3925038278102875,0.7334396243095398,-0.10562757402658463,0.9901746511459351,0.4592691957950592,0.8288196921348572,0.2178887128829956,0.934093177318573,0.3554936945438385,0.8212295770645142,-0.030142635107040405,0.9943736791610718,0.44850653409957886,0.8477154970169067,0.21975857019424438,0.9141212701797485,0.34502148628234863,0.8319013714790344,-0.029880227521061897,0.9680070877075195,0.508245050907135,0.852541446685791,0.13583822548389435,0.9567722678184509,0.3686300814151764,0.8619680404663086,-0.14652234315872192,0.9917489886283875
3,0.46898436546325684,0.4516797661781311,-0.09275375306606293,0.9997224807739258,0.46372732520103455,0.5048506259918213,0.14749716222286224,0.99959397315979,0.4090479910373688,0.4909951090812683,-0.19242796301841736,0.999962568283081,0.5054437518119812,0.5572233200073242,0.20896552503108978,0.30803611874580383,0.42262589931488037,0.5478581190109253,-0.3353383541107178,0.9931079745292664,0.5749325156211853,0.5696746110916138,0.11870887875556946,0.5485368967056274,0.49065589904785156,0.5720378160476685,-0.42162764072418213,0.9896564483642578,0.5986080765724182,0.568484365940094,0.10518296808004379,0.5322555303573608,0.503643810749054,0.5782400965690613,-0.46519866585731506,0.981372058391571,0.4459443688392639,0.6388759016990662,0.09823514521121979,0.998288094997406,0.4100309908390045,0.637602686882019,-0.09827271848917007,0.9984897971153259,0.45084288716316223,0.7329850196838379,0.1131925955414772,0.7754544019699097,0.38432860374450684,0.7335577011108398,-0.10542608052492142,0.9908283948898315,0.4592636823654175,0.8291188478469849,0.1971125304698944,0.9382481575012207,0.35462480783462524,0.8214101195335388,-0.03051375038921833,0.9946780204772949,0.4482885003089905,0.8480136394500732,0.19825339317321777,0.9181137681007385,0.34520405530929565,0.8325536251068115,-0.030869904905557632,0.9673594832420349,0.5091689825057983,0.8527217507362366,0.11030696332454681,0.9591357707977295,0.36547258496284485,0.8616587519645691,-0.1506384164094925,0.9920527338981628
4,0.4608728587627411,0.4510143995285034,-0.061457280069589615,0.9997487664222717,0.463900089263916,0.5044822692871094,0.1804235726594925,0.9996213316917419,0.40133756399154663,0.48935067653656006,-0.11835676431655884,0.9999634623527527,0.5047768950462341,0.5532354116439819,0.18971239030361176,0.35327795147895813,0.40816792845726013,0.542600691318512,-0.2944895625114441,0.9933077692985535,0.5732095837593079,0.5579838752746582,0.06176299229264259,0.5878956913948059,0.4788905382156372,0.5591542720794678,-0.39401715993881226,0.989894449710846,0.5969436168670654,0.5588997602462769,0.037859637290239334,0.5716078281402588,0.49386125802993774,0.5656689405441284,-0.43594953417778015,0.9816839098930359,0.44572144746780396,0.640213668346405,0.0926479697227478,0.998421847820282,0.4043751060962677,0.6385893821716309,-0.0926593542098999,0.9986045956611633,0.4509381055831909,0.735099196434021,0.0770484209060669,0.7936710119247437,0.37985512614250183,0.7338554263114929,-0.108585886657238,0.9914973974227905,0.4592912495136261,0.8299143314361572,0.1551506668329239,0.9427185654640198,0.3530680239200592,0.8240217566490173,-0.028783131390810013,0.9948944449424744,0.4482800364494324,0.8487352132797241,0.1553722769021988,0.9223964810371399,0.3450419008731842,0.8353490233421326,-0.028011251240968704,0.9649854302406311,0.5096021294593811,0.8531360030174255,0.06244804337620735,0.9614766836166382,0.3646465539932251,0.8618720173835754,-0.1497199982404709,0.9921724200248718
5,0.44408753514289856,0.4483180642127991,-0.10027448832988739,0.9997735023498535,0.4626680016517639,0.501897394657135,0.16245251893997192,0.9996508955955505,0.38801389932632446,0.4877694547176361,-0.09541342407464981,0.999965488910675,0.5075545907020569,0.5386009812355042,0.15357644855976105,0.41043418645858765,0.37746062874794006,0.5299407243728638,-0.29801344871520996,0.993658185005188,0.5729812979698181,0.5338496565818787,0.034010495990514755,0.626687228679657,0.4411817193031311,0.5373390316963196,-0.4638519287109375,0.990346372127533,0.5977634787559509,0.5324265360832214,0.012666325084865093,0.6100460886955261,0.4587862491607666,0.5394456386566162,-0.5099093914031982,0.9821244478225708,0.442349374294281,0.6400505304336548,0.08530998975038528,0.9985532760620117,0.39551523327827454,0.6384995579719543,-0.08531301468610764,0.9987212419509888,0.45085716247558594,0.7368878722190857,0.07231572270393372,0.8099088668823242,0.3710143566131592,0.7342792749404907,-0.10590879619121552,0.9920780062675476,0.458941787481308,0.8304961323738098,0.14589183032512665,0.9465891718864441,0.3514193296432495,0.8260492086410522,-0.024522434920072556,0.9949585199356079,0.44760748744010925,0.8496350646018982,0.14508678019046783,0.9260014295578003,0.3449518382549286,0.837628960609436,-0.02200094424188137,0.9611081480979919,0.5100311636924744,0.8531863689422607,0.04491758346557617,0.9634239673614502,0.36456865072250366,0.861928403377533,-0.1427588164806366,0.9919957518577576
6,0.43386587500572205,0.44749802350997925,-0.13425898551940918,0.9997960329055786,0.45941704511642456,0.499912291765213,0.13476742804050446,0.9996817111968994,0.3781471848487854,0.48703503608703613,-0.0971883162856102,0.9999675154685974,0.5080927610397339,0.5308997631072998,0.0911501869559288,0.4668318033218384,0.36193642020225525,0.5254091620445251,-0.3056477904319763,0.9940711855888367,0.5720760226249695,0.5191901922225952,-0.058966055512428284,0.6634749174118042,0.4158359467983246,0.5254307389259338,-0.5041714310646057,0.9909690618515015,0.5992611050605774,0.5176782011985779,-0.08467703312635422,0.6478363871574402,0.4335298240184784,0.5259886980056763,-0.5506592988967896,0.982972264289856,0.4380171000957489,0.6399829387664795,0.07940448820590973,0.9986781477928162,0.38979843258857727,0.6385746002197266,-0.07945539057254791,0.9988296031951904,0.449993371963501,0.7369791865348816,0.08071670681238174,0.8245744109153748,0.36592897772789,0.7343003153800964,-0.0936327651143074,0.9925811290740967,0.4585655927658081,0.8308021426200867,0.15057118237018585,0.9499912858009338,0.3504955470561981,0.8264303207397461,-0.01813352480530739,0.9949092268943787,0.4472012519836426,0.8499932885169983,0.1493789255619049,0.929357647895813,0.34502679109573364,0.8379043340682983,-0.01776965521275997,0.9567691087722778,0.5103944540023804,0.8531723618507385,0.0506468266248703,0.9651846885681152,0.36356550455093384,0.8620694279670715,-0.13665148615837097,0.9916548728942871
7,0.4254222810268402,0.4475831389427185,-0.1760258972644806,0.9998162984848022,0.45725464820861816,0.49948424100875854,0.09015312790870667,0.9997099041938782,0.3667944371700287,0.4872815012931824,-0.10848024487495422,0.9999680519104004,0.5104957222938538,0.5252992510795593,-0.041726235300302505,0.5189158916473389,0.3500032424926758,0.5260542631149292,-0.3540385961532593,0.9944839477539062,0.5708520412445068,0.5051645636558533,-0.28280675411224365,0.69681715965271,0.3980503976345062,0.5101832151412964,-0.5773882269859314,0.9915136694908142,0.5959346890449524,0.502031147480011,-0.32539427280426025,0.6823212504386902,0.4153757691383362,0.5075861811637878,-0.6287974119186401,0.9836214780807495,0.4322746992111206,0.6398747563362122,0.07101726531982422,0.998796820640564,0.3817281723022461,0.6386181116104126,-0.07106442004442215,0.9989284873008728,0.44827836751937866,0.7367867231369019,0.0710882917046547,0.8375845551490784,0.3605242669582367,0.7345265746116638,-0.0770401731133461,0.9930016994476318,0.4583209455013275,0.831034779548645,0.14334885776042938,0.9530231952667236,0.3493535816669464,0.8269307613372803,0.007935479283332825,0.9947432279586792,0.4470287263393402,0.8501472473144531,0.14230802655220032,0.9322819113731384,0.3451562821865082,0.8385190367698669,0.008425642736256123,0.9506978392601013,0.5103691816329956,0.853168249130249,0.035439617931842804,0.966732382774353,0.3609984815120697,0.8621715307235718,-0.12727120518684387,0.9911146759986877
8,0.40976378321647644,0.4471825063228607,-0.2218572199344635,0.9998341798782349,0.4520021975040436,0.4975350797176361,0.060695674270391464,0.9997209310531616,0.35708364844322205,0.49197250604629517,-0.09311529248952866,0.9999628663063049,0.5154281258583069,0.5113150477409363,-0.014567170292139053,0.5652580261230469,0.31329503655433655,0.5269135236740112,-0.30155688524246216,0.994758665561676,0.5676414370536804,0.4798605144023895,-0.18484638631343842,0.7254919409751892,0.34881651401519775,0.48534512519836426,-0.5069699883460999,0.9915908575057983,0.5942139029502869,0.4708142876625061,-0.21448414027690887,0.7085866332054138,0.35764530301094055,0.47596320509910583,-0.553339421749115,0.9822613000869751,0.42649367451667786,0.6396984457969666,0.058138925582170486,0.9988903403282166,0.3712324798107147,0.638559877872467,-0.05816777050495148,0.999015748500824,0.4465727210044861,0.7366371154785156,0.062111541628837585,0.8508619070053101,0.3542528748512268,0.7346131205558777,-0.0525784008204937,0.9933860898017883,0.4583149552345276,0.8310068845748901,0.1547149270772934,0.9566424489021301,0.3490964472293854,0.8271538615226746,0.06273901462554932,0.9948431849479675,0.4470316469669342,0.8502768874168396,0.15528352558612823,0.9361576437950134,0.34630265831947327,0.8384395837783813,0.06588535010814667,0.9474769234657288,0.5102129578590393,0.853163480758667,0.03254670649766922,0.9686774015426636,0.35782045125961304,0.8622344732284546,-0.07886891812086105,0.991069495677948
9,0.39768409729003906,0.44684720039367676,-0.25448399782180786,0.999850332736969,0.4471870958805084,0.4936126172542572,0.017838098108768463,0.9997300505638123,0.3437947630882263,0.49362531304359436,-0.09665922075510025,0.9999608397483826,0.514245867729187,0.49736034870147705,-0.1022266149520874,0.6078460216522217,0.30032533407211304,0.5213531255722046,-0.2866053879261017,0.9950882792472839,0.558463454246521,0.4557473361492157,-0.3135819435119629,0.7518436312675476,0.3329739570617676,0.4778394401073456,-0.5052415132522583,0.9918839335441589,0.5749632716178894,0.44293320178985596,-0.3545202314853668,0.7337133884429932,0.3337990343570709,0.4660601317882538,-0.5529943108558655,0.9818153381347656,0.4246256351470947,0.6385029554367065,0.046795863658189774,0.9989768266677856,0.3672894537448883,0.638522744178772,-0.046822044998407364,0.9990995526313782,0.44648924469947815,0.7359564900398254,0.0608750618994236,0.8641496300697327,0.35148265957832336,0.7350791096687317,-0.042764004319906235,0.9938386678695679,0.4588163197040558,0.8299592733383179,0.16920439898967743,0.960122287273407,0.3495492935180664,0.8283643126487732,0.07519081234931946,0.9950418472290039,0.4477268159389496,0.8492888808250427,0.17106762528419495,0.9400611519813538,0.34695619344711304,0.8404627442359924,0.07812484353780746,0.9464582204818726,0.5087603330612183,0.8534738421440125,0.04708562418818474,0.9707008600234985,0.35895678400993347,0.862231433391571,-0.06761129200458527,0.9912318587303162
10,0.3940680921077728,0.4467919170856476,-0.27066585421562195,0.9998649954795837,0.44358351826667786,0.4920800030231476,0.0059878043830394745,0.9997417330741882,0.3441140353679657,0.4939812123775482,-0.09394024312496185,0.9999606609344482,0.5124905109405518,0.49804896116256714,-0.08649846911430359,0.646458625793457,0.2941468358039856,0.5225675106048584,-0.26003265380859375,0.9954112768173218,0.5523645281791687,0.4561283588409424,-0.2769550383090973,0.7758865356445312,0.3259067237377167,0.47939059138298035,-0.4832424819469452,0.9922528266906738,0.5689156651496887,0.4416823089122772,-0.31594958901405334,0.7571617960929871,0.3317416310310364,0.46631333231925964,-0.5309557318687439,0.9817197918891907,0.4233224391937256,0.6375914812088013,0.04357504844665527,0.9990538358688354,0.3652309775352478,0.6385049819946289,-0.04362296313047409,0.9991746544837952,0.44626152515411377,0.734995424747467,0.06759630888700485,0.8761724829673767,0.35107797384262085,0.7353114485740662,-0.027718348428606987,0.994244396686554,0.4590975344181061,0.8290453553199768,0.17683634161949158,0.9633577466011047,0.34963271021842957,0.8285267949104309,0.103643499314785,0.9952426552772522,0.4478517770767212,0.8483765721321106,0.1781131625175476,0.9437608122825623,0.34701260924339294,0.8406810164451599,0.1084180474281311,0.9459490180015564,0.5079364776611328,0.8537651300430298,0.05905858054757118,0.9726844429969788,0.35909876227378845,0.8620651960372925,-0.033720821142196655,0.9914607405662537
11,0.38614434003829956,0.44568711519241333,-0.3020774722099304,0.9998783469200134,0.4366675615310669,0.48723509907722473,-0.03353439271450043,0.9997463226318359,0.3331044018268585,0.4944540560245514,-0.11194650828838348,0.999962329864502,0.5118951201438904,0.48720842599868774,-0.1698523759841919,0.6812877058982849,0.27565887570381165,0.517821729183197,-0.27013716101646423,0.995827317237854,0.5375138521194458,0.4378972351551056,-0.3942785859107971,0.7975766062736511,0.3096544146537781,0.470085471868515,-0.5356516242027283,0.9928973913192749,0.5520886778831482,0.42162665724754333,-0.44205141067504883,0.778520941734314,0.31977906823158264,0.4558773338794708,-0.5881386399269104,0.982830286026001,0.42164328694343567,0.6362096667289734,0.034711915999650955,0.9991312623023987,0.362301766872406,0.6383113265037537,-0.03478344902396202,0.9992475509643555,0.44631102681159973,0.732535719871521,0.04997341334819794,0.8876534700393677,0.34985509514808655,0.7353166341781616,-0.015805937349796295,0.9946513772010803,0.4614125192165375,0.8274074792861938,0.17292118072509766,0.9664541482925415,0.3496234118938446,0.828505277633667,0.13490109145641327,0.995451033115387,0.45025986433029175,0.8450857996940613,0.17546387016773224,0.9474486708641052,0.347012460231781,0.8407493829727173,0.1410776525735855,0.946246325969696,0.5075682401657104,0.8537513613700867,0.03999181091785431,0.9746610522270203,0.35961371660232544,0.861729621887207,-0.005883487872779369,0.9917446374893188
12,0.3834289014339447,0.4452976584434509,-0.3150433897972107,0.9998903870582581,0.43581312894821167,0.48630490899086,-0.044529180973768234,0.9997567534446716,0.33250659704208374,0.49492111802101135,-0.11589513719081879,0.9999642372131348,0.5112178325653076,0.4863761067390442,-0.16199728846549988,0.7127931118011475,0.27198103070259094,0.5187398195266724,-0.2808428406715393,0.996200680732727,0.5334830284118652,0.4357483685016632,-0.3752865493297577,0.8173415064811707,0.3048669993877411,0.470866858959198,-0.5153822898864746,0.993489682674408,0.5479235649108887,0.4192430377006531,-0.4211975038051605,0.7985013723373413,0.3163454830646515,0.45613962411880493,-0.5666478276252747,0.9838748574256897,0.421772837638855,0.6360353827476501,0.029307685792446136,0.9992035031318665,0.36168694496154785,0.6383839249610901,-0.029390741139650345,0.99931401014328,0.44671571254730225,0.7323259711265564,0.060095109045505524,0.898151159286499,0.34882792830467224,0.7364206910133362,0.000756903609726578,0.9950271248817444,0.462349534034729,0.8263031840324402,0.18914379179477692,0.969342827796936,0.34926801919937134,0.8284613490104675,0.16415522992610931,0.9956405162811279,0.45101746916770935,0.8432928323745728,0.1942201852798462,0.9508429765701294,0.347019225358963,0.8406880497932434,0.17241032421588898,0.9459897875785828,0.5073398947715759,0.8537547588348389,0.057637520134449005,0.9765656590461731,0.3591177463531494,0.8617610335350037,0.03048049472272396,0.9920268654823303
