frame,0_x,0_y,0_v,11_x,11_y,11_v,12_x,12_y,12_v,13_x,13_y,13_v,14_x,14_y,14_v,15_x,15_y,15_v,16_x,16_y,16_v,17_x,17_y,17_v,18_x,18_y,18_v,23_x,23_y,23_v,24_x,24_y,24_v,25_x,25_y,25_v,26_x,26_y,26_v,27_x,27_y,27_v,28_x,28_y,28_v,29_x,29_y,29_v,30_x,30_y,30_v,31_x,31_y,31_v,32_x,32_y,32_v
45,0.466236,0.353339,0.999971,0.456571,0.443174,0.99999,0.363618,0.424995,0.999968,0.518957,0.523926,0.928483,0.321444,0.397694,0.9974,0.633197,0.490556,0.989203,0.294862,0.340152,0.997359,0.668436,0.483204,0.986237,0.293314,0.322225,0.995495,0.480745,0.620915,0.999957,0.426432,0.620013,0.999932,0.51393,0.77103,0.821715,0.406979,0.780955,0.969185,0.495539,0.908861,0.964545,0.281973,0.899451,0.984638,0.472088,0.938742,0.938811,0.24525,0.912389,0.87998,0.581524,0.945028,0.978423,0.318153,0.965036,0.975081
46,0.462367,0.354827,0.999971,0.457155,0.444966,0.99999,0.368125,0.424701,0.999966,0.514772,0.525532,0.909986,0.334392,0.402164,0.997348,0.630454,0.492781,0.987292,0.301394,0.341648,0.997214,0.668188,0.482343,0.983393,0.297907,0.326484,0.995275,0.481799,0.620588,0.99996,0.427151,0.618496,0.999938,0.512968,0.770645,0.824341,0.411294,0.78083,0.971818,0.495352,0.908908,0.966755,0.28534,0.897331,0.985934,0.47088,0.938698,0.943081,0.249261,0.909621,0.888898,0.581193,0.944867,0.979898,0.317456,0.966707,0.977333
47,0.468392,0.357676,0.999972,0.455696,0.447587,0.99999,0.387801,0.425605,0.999965,0.506904,0.534927,0.891566,0.369891,0.40771,0.997411,0.621498,0.506029,0.98581,0.34374,0.343802,0.997183,0.661095,0.497042,0.981449,0.326613,0.329494,0.995229,0.48432,0.619971,0.999964,0.438166,0.616364,0.999943,0.511141,0.77031,0.8319,0.435636,0.779478,0.974495,0.495618,0.909219,0.969543,0.299702,0.892974,0.987269,0.470174,0.939461,0.948019,0.259496,0.898912,0.899053,0.581124,0.94506,0.981624,0.318175,0.966711,0.97953
48,0.471027,0.356968,0.999974,0.455517,0.448746,0.999991,0.398848,0.425492,0.999966,0.507158,0.538458,0.874878,0.392735,0.3809,0.997374,0.61245,0.510953,0.983429,0.358974,0.332953,0.996482,0.645627,0.502797,0.978458,0.330102,0.331091,0.99411,0.482933,0.619953,0.999967,0.446762,0.615972,0.999949,0.510984,0.768237,0.831922,0.451707,0.777944,0.976743,0.496732,0.909449,0.971214,0.308422,0.890908,0.98841,0.470173,0.939734,0.951757,0.266055,0.894296,0.907936,0.581831,0.945057,0.982851,0.321152,0.966672,0.981462
49,0.478654,0.35667,0.999977,0.456037,0.449582,0.999991,0.41634,0.424084,0.999967,0.509055,0.540867,0.854637,0.417181,0.356709,0.997336,0.603158,0.514261,0.980784,0.362369,0.321331,0.996224,0.630214,0.507411,0.975116,0.331382,0.327322,0.99372,0.485307,0.62018,0.99997,0.454781,0.615654,0.999953,0.510435,0.768195,0.820609,0.461991,0.776144,0.978489,0.497281,0.909864,0.970861,0.31515,0.889515,0.989307,0.470211,0.939909,0.953767,0.270923,0.892371,0.915169,0.583142,0.945267,0.983288,0.323385,0.966512,0.983108
50,0.480153,0.356688,0.999979,0.455809,0.449057,0.999991,0.427935,0.42203,0.999968,0.507096,0.54033,0.830578,0.440625,0.32293,0.997119,0.596781,0.515606,0.977271,0.353408,0.308296,0.995069,0.621771,0.509189,0.971281,0.32549,0.318731,0.991986,0.486323,0.619797,0.999973,0.460377,0.615197,0.999958,0.510014,0.768209,0.811574,0.472499,0.773862,0.980333,0.497439,0.910404,0.970946,0.319593,0.889342,0.990212,0.470227,0.940186,0.95562,0.273983,0.890886,0.922334,0.583529,0.945344,0.98382,0.32448,0.966856,0.984657
51,0.487398,0.356498,0.999978,0.45356,0.442688,0.99999,0.448482,0.41343,0.999963,0.488529,0.533766,0.774968,0.508029,0.309019,0.997194,0.55652,0.524827,0.94789,0.414949,0.26928,0.994715,0.580349,0.522783,0.940658,0.383885,0.264529,0.991232,0.484706,0.618373,0.999975,0.471973,0.615169,0.999962,0.508443,0.769685,0.814224,0.4831,0.774092,0.982198,0.497351,0.911702,0.971471,0.330838,0.888398,0.991079,0.470109,0.94063,0.957297,0.284566,0.885809,0.929362,0.583589,0.945295,0.984115,0.325183,0.966856,0.986051
52,0.492131,0.356371,0.999978,0.453334,0.442235,0.999987,0.446701,0.411823,0.999959,0.487492,0.533539,0.723881,0.511174,0.308405,0.997223,0.561775,0.528293,0.91303,0.416739,0.26275,0.994326,0.58851,0.52367,0.903522,0.389089,0.260509,0.990324,0.484539,0.617646,0.999978,0.472313,0.61514,0.999965,0.508328,0.770124,0.81872,0.482604,0.774014,0.983842,0.497336,0.912207,0.971991,0.330731,0.888632,0.991817,0.470093,0.941314,0.958553,0.286561,0.88459,0.935281,0.584413,0.945247,0.984303,0.325559,0.96705,0.987251
53,0.492738,0.354749,0.999979,0.450015,0.439113,0.999985,0.45492,0.406969,0.999957,0.474876,0.532047,0.672646,0.52664,0.309197,0.997349,0.54043,0.530819,0.88019,0.437892,0.248855,0.994598,0.562399,0.525302,0.870187,0.409572,0.244055,0.990745,0.484308,0.617134,0.999979,0.47946,0.615186,0.999968,0.504587,0.770379,0.820667,0.48686,0.774031,0.985393,0.49727,0.91219,0.972299,0.335353,0.888683,0.992568,0.470151,0.941325,0.96019,0.292986,0.883414,0.941298,0.584707,0.945102,0.984522,0.325341,0.967038,0.988437
54,0.496952,0.354759,0.999949,0.4469,0.436588,0.999965,0.463859,0.405291,0.999943,0.45475,0.527035,0.607259,0.543942,0.311331,0.997148,0.502103,0.568583,0.795079,0.474758,0.231991,0.994534,0.498562,0.579606,0.787363,0.453698,0.219942,0.990742,0.485784,0.616349,0.99998,0.484704,0.615163,0.999971,0.502756,0.770862,0.808005,0.489669,0.774112,0.986536,0.497279,0.912139,0.970432,0.340879,0.889345,0.99304,0.470979,0.941229,0.959312,0.303128,0.884489,0.945739,0.584619,0.945436,0.983225,0.325388,0.967409,0.989242
55,0.504233,0.358175,0.999947,0.444368,0.435563,0.999966,0.475228,0.401889,0.999936,0.453171,0.525251,0.566481,0.565303,0.308257,0.996812,0.522909,0.551022,0.778174,0.571962,0.215984,0.993922,0.539288,0.552935,0.7735,0.558329,0.195456,0.990146,0.486554,0.616318,0.999981,0.489584,0.61531,0.999973,0.502292,0.770923,0.809182,0.496812,0.774166,0.987702,0.497201,0.911452,0.971115,0.353247,0.888632,0.993574,0.471427,0.940821,0.961032,0.315736,0.884275,0.950373,0.584671,0.945521,0.983757,0.329921,0.965208,0.990141
56,0.508716,0.359886,0.999944,0.439546,0.435476,0.999966,0.480692,0.396873,0.999932,0.427148,0.530981,0.529857,0.586432,0.3161,0.996895,0.509994,0.55595,0.758433,0.640636,0.228837,0.993832,0.527296,0.561051,0.757501,0.656181,0.209425,0.990127,0.485703,0.616115,0.999981,0.499822,0.61496,0.999974,0.501179,0.771326,0.798061,0.506331,0.773905,0.988681,0.497169,0.91171,0.970299,0.366169,0.886313,0.994036,0.471893,0.940992,0.962564,0.33101,0.881712,0.954683,0.584933,0.945812,0.983563,0.339497,0.953865,0.990915
57,0.511277,0.360301,0.999941,0.439061,0.43541,0.999964,0.479657,0.397952,0.999925,0.431403,0.532673,0.495652,0.58807,0.317851,0.996889,0.510441,0.557217,0.738049,0.644588,0.230139,0.993528,0.525712,0.56315,0.740614,0.660785,0.210581,0.989772,0.485741,0.616151,0.99998,0.500243,0.61503,0.999975,0.50119,0.77163,0.784448,0.507384,0.773975,0.989376,0.496925,0.911672,0.968877,0.36764,0.8862,0.994347,0.47226,0.940914,0.963198,0.333771,0.881666,0.958192,0.584933,0.946004,0.983058,0.33993,0.952784,0.991504
58,0.512294,0.360539,0.999927,0.439143,0.431898,0.999959,0.478595,0.398174,0.999912,0.435476,0.531358,0.461721,0.594831,0.322338,0.996814,0.510014,0.556096,0.706642,0.668606,0.241783,0.99243,0.527854,0.564475,0.714121,0.699537,0.225588,0.98828,0.486256,0.617697,0.99998,0.500431,0.61633,0.999976,0.5009,0.772387,0.769368,0.507416,0.774592,0.989952,0.496841,0.911622,0.967898,0.372308,0.886087,0.994646,0.472722,0.940748,0.96384,0.338185,0.881773,0.961428,0.58491,0.946139,0.982666,0.343275,0.949809,0.992044
59,0.517024,0.361106,0.999881,0.449826,0.429636,0.99994,0.471665,0.399355,0.999907,0.431891,0.530165,0.42364,0.59605,0.354277,0.996913,0.499653,0.56238,0.650256,0.707986,0.316172,0.99218,0.506377,0.574833,0.663061,0.740624,0.316456,0.987918,0.489925,0.617267,0.999979,0.498505,0.616231,0.999977,0.500596,0.772497,0.748103,0.507906,0.774645,0.990095,0.496443,0.910871,0.966364,0.379355,0.88628,0.994796,0.472733,0.94015,0.964148,0.342687,0.882338,0.9639,0.584804,0.946108,0.981828,0.347562,0.950654,0.992379
60,0.521756,0.362601,0.999876,0.484379,0.422701,0.999944,0.469953,0.407348,0.999906,0.617672,0.390186,0.460421,0.45991,0.472481,0.994505,0.72876,0.376018,0.680663,0.490782,0.539248,0.977383,0.752938,0.384434,0.690099,0.494153,0.546583,0.967569,0.499286,0.617293,0.999979,0.496677,0.616683,0.999975,0.50054,0.772809,0.715782,0.506641,0.775119,0.984996,0.496414,0.910065,0.953947,0.37678,0.887252,0.991201,0.472894,0.939977,0.952276,0.341134,0.882596,0.951345,0.585605,0.945897,0.974724,0.347301,0.951506,0.988979
61,0.521457,0.363573,0.999871,0.46892,0.424018,0.999937,0.46771,0.402954,0.999913,0.441229,0.504151,0.423701,0.600967,0.417373,0.995004,0.506509,0.539062,0.618137,0.739322,0.432652,0.979499,0.490544,0.542932,0.63131,0.756866,0.43988,0.970607,0.497107,0.617056,0.99998,0.500356,0.616592,0.999977,0.49996,0.772791,0.724285,0.507994,0.77515,0.986353,0.496388,0.9091,0.957533,0.37854,0.886973,0.992032,0.472906,0.9393,0.95641,0.344393,0.882831,0.956036,0.584633,0.945288,0.976739,0.349213,0.952043,0.990015
62,0.523291,0.365791,0.99983,0.46128,0.42516,0.999923,0.472307,0.403065,0.999917,0.417885,0.529194,0.383369,0.595604,0.474853,0.994606,0.486677,0.558736,0.558596,0.737141,0.523345,0.975454,0.482202,0.563668,0.572936,0.702211,0.527315,0.964403,0.496786,0.617245,0.999981,0.50074,0.616688,0.999979,0.499174,0.77293,0.719458,0.50603,0.775612,0.987443,0.496262,0.908884,0.959019,0.376297,0.887095,0.992609,0.473132,0.938949,0.957884,0.343452,0.882917,0.959216,0.583417,0.945135,0.976783,0.347922,0.952381,0.990638
63,0.521645,0.364871,0.999831,0.447193,0.425565,0.999922,0.504443,0.405158,0.999924,0.422544,0.52561,0.35797,0.612482,0.485008,0.99507,0.472646,0.552503,0.523104,0.710495,0.543237,0.97762,0.476146,0.562827,0.543808,0.723364,0.566411,0.967354,0.490818,0.619026,0.999982,0.502011,0.618591,0.99998,0.497855,0.773179,0.729529,0.504343,0.776493,0.988437,0.49629,0.908978,0.961084,0.373588,0.888862,0.993106,0.473549,0.938954,0.960587,0.341218,0.884068,0.962451,0.582884,0.945089,0.977218,0.347075,0.952709,0.991134
64,0.520319,0.365028,0.999844,0.43775,0.429523,0.999924,0.539537,0.415236,0.999931,0.40886,0.532905,0.333057,0.606374,0.511833,0.995483,0.473435,0.550092,0.484574,0.670493,0.588471,0.979587,0.484778,0.556866,0.507805,0.676775,0.610231,0.969876,0.47961,0.619216,0.999983,0.504404,0.618693,0.999982,0.49654,0.773435,0.743226,0.504102,0.776917,0.989238,0.49627,0.909847,0.961954,0.372796,0.889796,0.993212,0.473434,0.939433,0.961918,0.34059,0.8856,0.96415,0.583073,0.945119,0.975286,0.347549,0.952938,0.990756
65,0.519854,0.362274,0.999856,0.436836,0.42965,0.999926,0.540675,0.417048,0.999938,0.405359,0.531586,0.308976,0.603532,0.512234,0.995847,0.47407,0.549862,0.447847,0.662331,0.589525,0.981385,0.486317,0.556374,0.472879,0.668664,0.612513,0.972214,0.47527,0.618037,0.999984,0.508525,0.616989,0.999984,0.496532,0.77328,0.755945,0.504515,0.776804,0.989854,0.49583,0.91039,0.962419,0.374915,0.891058,0.993082,0.471071,0.940356,0.96299,0.341238,0.886945,0.965064,0.581704,0.945102,0.972582,0.347152,0.950571,0.98982
66,0.522458,0.359257,0.999865,0.436185,0.429701,0.999928,0.545907,0.417338,0.999944,0.399409,0.534807,0.292766,0.597631,0.51542,0.996197,0.470687,0.55241,0.423131,0.649056,0.598347,0.983097,0.485274,0.561479,0.451309,0.655577,0.623947,0.974563,0.467212,0.618847,0.999985,0.510509,0.616971,0.999985,0.496326,0.773279,0.770897,0.504371,0.776725,0.990681,0.495777,0.910405,0.964098,0.374661,0.891112,0.993435,0.470533,0.940346,0.964688,0.340332,0.8872,0.967112,0.580114,0.945145,0.972069,0.346344,0.950725,0.989977
67,0.533643,0.359377,0.999875,0.433179,0.429265,0.99993,0.551031,0.417948,0.999949,0.394584,0.53225,0.270959,0.590156,0.524562,0.996216,0.468083,0.551427,0.388439,0.602673,0.608442,0.982462,0.480316,0.563599,0.418053,0.59735,0.632549,0.971907,0.463187,0.618567,0.999986,0.516942,0.616552,0.999986,0.486221,0.769335,0.782844,0.503475,0.776414,0.991479,0.495766,0.9101,0.965104,0.374293,0.891264,0.993812,0.471282,0.940074,0.965503,0.339678,0.888045,0.968721,0.580267,0.944988,0.97106,0.344633,0.952055,0.990254
68,0.535792,0.359423,0.999881,0.434024,0.427716,0.999929,0.549836,0.41771,0.999953,0.400046,0.532156,0.249497,0.585837,0.522663,0.996293,0.469573,0.550796,0.353843,0.594645,0.608021,0.982771,0.475955,0.562031,0.383308,0.588828,0.632589,0.971272,0.462331,0.618445,0.999987,0.519038,0.616447,0.999987,0.482089,0.767007,0.793507,0.502863,0.776117,0.992175,0.495529,0.909937,0.965916,0.375137,0.891261,0.994081,0.471748,0.940049,0.966449,0.340169,0.888489,0.970013,0.580455,0.944936,0.96948,0.344604,0.952189,0.990176
69,0.537439,0.359339,0.999888,0.434666,0.42651,0.999928,0.547074,0.417294,0.999957,0.405416,0.524403,0.22705,0.579562,0.517857,0.996066,0.471414,0.550409,0.320359,0.589417,0.602308,0.980902,0.47395,0.561883,0.348561,0.58309,0.628845,0.966964,0.461058,0.617826,0.999987,0.517315,0.616454,0.999988,0.477429,0.765759,0.799946,0.50263,0.775097,0.992808,0.494811,0.909338,0.966741,0.375292,0.891288,0.99443,0.472079,0.939139,0.96718,0.339983,0.889163,0.971464,0.580664,0.944865,0.969222,0.345211,0.952292,0.990544
70,0.54087,0.359633,0.999895,0.435113,0.426689,0.999928,0.541105,0.416965,0.99996,0.400373,0.521485,0.207092,0.564016,0.509334,0.995368,0.466583,0.549464,0.29138,0.574825,0.593526,0.969114,0.466707,0.560369,0.319254,0.57187,0.615783,0.948418,0.461686,0.617402,0.999988,0.515837,0.616132,0.999989,0.479048,0.766122,0.802148,0.501919,0.774593,0.993398,0.494287,0.909338,0.967907,0.375164,0.89128,0.99486,0.472025,0.939088,0.968168,0.339103,0.889262,0.973372,0.581649,0.944934,0.970102,0.343654,0.954648,0.99121
71,0.543341,0.359949,0.999901,0.435509,0.42683,0.99993,0.539912,0.416907,0.999962,0.391816,0.521346,0.190663,0.560172,0.50891,0.994664,0.461704,0.548253,0.267247,0.572229,0.59495,0.957074,0.468156,0.559706,0.295658,0.56997,0.615271,0.929473,0.461531,0.617378,0.999989,0.514986,0.61613,0.99999,0.478897,0.766239,0.807411,0.500316,0.774487,0.993936,0.494075,0.909563,0.969155,0.37377,0.891279,0.995234,0.472056,0.939103,0.969321,0.338201,0.889413,0.974996,0.582147,0.945013,0.970922,0.340957,0.956105,0.991766
72,0.544553,0.359975,0.999907,0.43579,0.426908,0.99993,0.540999,0.41717,0.999964,0.392528,0.520867,0.17488,0.559137,0.511038,0.994221,0.460903,0.547893,0.24378,0.574225,0.599066,0.951302,0.464509,0.55922,0.271815,0.572183,0.621011,0.91911,0.460401,0.617386,0.99999,0.514398,0.616226,0.999991,0.477252,0.766374,0.812622,0.498489,0.774495,0.994414,0.493918,0.909909,0.970279,0.371445,0.891299,0.995553,0.472145,0.939133,0.970228,0.335153,0.889335,0.976326,0.582454,0.945017,0.971575,0.339414,0.95653,0.992218
73,0.54381,0.360098,0.999912,0.435889,0.426981,0.99993,0.541243,0.417085,0.999967,0.392994,0.519274,0.161503,0.55983,0.513313,0.993993,0.459605,0.547015,0.22284,0.577107,0.602314,0.950166,0.462258,0.558822,0.250352,0.573,0.626133,0.915693,0.459685,0.617373,0.99999,0.513952,0.616259,0.999992,0.476756,0.766588,0.814961,0.496977,0.774365,0.994786,0.493893,0.910007,0.970025,0.36887,0.890996,0.995707,0.472891,0.939126,0.970172,0.330386,0.888559,0.976888,0.582464,0.944994,0.970451,0.338711,0.956072,0.992275
74,0.543328,0.360109,0.999916,0.436031,0.426946,0.99993,0.541651,0.417045,0.999969,0.393729,0.517865,0.149653,0.560052,0.515147,0.993753,0.459346,0.546525,0.20408,0.578605,0.603327,0.948936,0.462137,0.558784,0.231139,0.573745,0.627435,0.912216,0.459322,0.617274,0.99999,0.513626,0.616255,0.999992,0.476204,0.766639,0.816597,0.495729,0.774197,0.995096,0.49388,0.910041,0.96951,0.367296,0.890638,0.995792,0.473666,0.939102,0.969885,0.328245,0.888121,0.977126,0.582445,0.944914,0.968969,0.337992,0.955308,0.992182
75,0.542543,0.357716,0.999922,0.439282,0.426003,0.999928,0.538695,0.417232,0.999971,0.411173,0.50891,0.137411,0.560805,0.517168,0.994238,0.462775,0.545992,0.186519,0.580296,0.605358,0.953501,0.465031,0.562194,0.213031,0.57469,0.630073,0.919705,0.464135,0.617287,0.999991,0.513611,0.616271,0.999993,0.478192,0.767328,0.818693,0.493576,0.774532,0.995473,0.493833,0.910443,0.970241,0.357254,0.890631,0.996071,0.473435,0.93912,0.970642,0.314188,0.888118,0.978486,0.582031,0.944954,0.969841,0.333956,0.956426,0.99267
76,0.542031,0.357124,0.999928,0.439616,0.424257,0.999927,0.532753,0.417191,0.999974,0.413024,0.505485,0.127114,0.559681,0.516846,0.994736,0.462955,0.542166,0.171362,0.594513,0.604695,0.957885,0.464763,0.558579,0.197318,0.592771,0.630356,0.92707,0.464686,0.617414,0.999991,0.510456,0.616292,0.999993,0.481053,0.767652,0.814663,0.491118,0.77538,0.99577,0.493826,0.910566,0.970233,0.348759,0.890631,0.996297,0.473437,0.939057,0.970963,0.305917,0.888057,0.979606,0.581538,0.944942,0.970305,0.332364,0.958465,0.993101
