frame,0_x,0_y,0_v,11_x,11_y,11_v,12_x,12_y,12_v,13_x,13_y,13_v,14_x,14_y,14_v,15_x,15_y,15_v,16_x,16_y,16_v,17_x,17_y,17_v,18_x,18_y,18_v,23_x,23_y,23_v,24_x,24_y,24_v,25_x,25_y,25_v,26_x,26_y,26_v,27_x,27_y,27_v,28_x,28_y,28_v,29_x,29_y,29_v,30_x,30_y,30_v,31_x,31_y,31_v,32_x,32_y,32_v
17,0.361173,0.4427,0.998585,0.41257,0.478422,0.999918,0.31174,0.499695,0.999831,0.476212,0.448859,0.757129,0.251775,0.518018,0.965072,0.487765,0.391178,0.829378,0.253321,0.470971,0.976475,0.496144,0.370434,0.832417,0.253631,0.455859,0.963656,0.415024,0.638269,0.999915,0.357013,0.642753,0.999893,0.452096,0.731404,0.843238,0.347248,0.732896,0.938037,0.474271,0.817958,0.977042,0.349202,0.83076,0.984176,0.463976,0.832639,0.916672,0.349891,0.843392,0.848466,0.513065,0.853024,0.976942,0.357296,0.859281,0.971692
18,0.354244,0.442565,0.998708,0.406253,0.475641,0.999917,0.309141,0.50104,0.999806,0.466326,0.441827,0.779601,0.247395,0.527565,0.964463,0.472556,0.380627,0.846092,0.247435,0.47342,0.977801,0.478504,0.358551,0.848712,0.244772,0.458241,0.965877,0.414583,0.635779,0.999916,0.357153,0.642063,0.999893,0.453245,0.730969,0.857063,0.347601,0.7323,0.942405,0.476149,0.817216,0.979061,0.34856,0.829411,0.985313,0.467154,0.831584,0.921408,0.350395,0.843004,0.856146,0.513382,0.853045,0.978856,0.356376,0.8581,0.973638
19,0.352693,0.442412,0.998813,0.404648,0.475602,0.999916,0.30767,0.501426,0.999785,0.464795,0.439706,0.800068,0.246409,0.531507,0.963256,0.469988,0.378624,0.861188,0.246081,0.476012,0.97866,0.476338,0.358247,0.863433,0.243187,0.4615,0.967382,0.414182,0.635137,0.999917,0.357238,0.642026,0.999892,0.45376,0.730613,0.869003,0.347757,0.732394,0.945619,0.477128,0.816733,0.980792,0.348285,0.828707,0.986113,0.467937,0.83097,0.924741,0.350286,0.842737,0.860055,0.513757,0.853108,0.980469,0.356337,0.857838,0.974973
20,0.347874,0.442379,0.998898,0.401205,0.474536,0.999914,0.30776,0.501863,0.999744,0.458407,0.434493,0.818572,0.248506,0.535884,0.958527,0.457277,0.372422,0.874655,0.244054,0.476496,0.978215,0.461701,0.35108,0.876485,0.237547,0.463512,0.967344,0.414129,0.634294,0.999918,0.357253,0.641921,0.999892,0.454792,0.730324,0.88083,0.348036,0.732482,0.949221,0.478373,0.815752,0.982468,0.348085,0.828516,0.987063,0.469438,0.828697,0.928495,0.35035,0.842779,0.865928,0.513644,0.852852,0.982073,0.3561,0.856302,0.97661
21,0.348485,0.442526,0.998985,0.40076,0.474279,0.999912,0.307022,0.502746,0.999714,0.457254,0.433165,0.835482,0.246055,0.538954,0.955871,0.454794,0.37095,0.886875,0.2443,0.477587,0.97845,0.460079,0.349413,0.888345,0.237371,0.464477,0.967866,0.414061,0.63406,0.999919,0.357416,0.641921,0.999891,0.45497,0.730043,0.891506,0.348303,0.732513,0.952519,0.478437,0.81567,0.983962,0.34791,0.828511,0.987872,0.470015,0.828355,0.931711,0.350314,0.842789,0.870774,0.513233,0.852672,0.9835,0.356089,0.85657,0.977996
22,0.343022,0.442755,0.999058,0.396937,0.472723,0.999906,0.306733,0.504382,0.999691,0.449482,0.427407,0.850307,0.249218,0.543499,0.955606,0.454463,0.36274,0.897738,0.245006,0.482697,0.979661,0.459677,0.342701,0.898855,0.237337,0.467867,0.969739,0.414251,0.633681,0.999919,0.357766,0.641879,0.999889,0.455915,0.729733,0.901303,0.348709,0.732561,0.955534,0.479282,0.814666,0.985269,0.347747,0.827815,0.988459,0.470537,0.82607,0.934488,0.349899,0.840944,0.873485,0.513182,0.852655,0.984696,0.356199,0.856836,0.978925
23,0.343166,0.442679,0.99911,0.394819,0.471887,0.999903,0.306438,0.505916,0.999676,0.444973,0.423907,0.863304,0.250566,0.545118,0.955302,0.455586,0.358771,0.907591,0.244457,0.486683,0.981013,0.463933,0.340411,0.908456,0.236989,0.471496,0.971868,0.414436,0.633474,0.999917,0.358222,0.641883,0.999885,0.45614,0.72893,0.909551,0.348917,0.732618,0.957281,0.480196,0.813957,0.986342,0.347616,0.82773,0.98883,0.471672,0.824933,0.936228,0.349875,0.840238,0.874277,0.512811,0.852678,0.985653,0.356593,0.857718,0.979514
24,0.343299,0.441917,0.999095,0.394602,0.47133,0.999899,0.306441,0.506611,0.999656,0.442915,0.42187,0.874963,0.251578,0.54534,0.952754,0.45726,0.35803,0.916395,0.244214,0.489159,0.981947,0.466557,0.340205,0.916985,0.235897,0.474307,0.973497,0.414712,0.633467,0.999915,0.358513,0.641926,0.99988,0.456921,0.728666,0.9161,0.349115,0.732662,0.956483,0.480812,0.81217,0.986882,0.347548,0.827756,0.988687,0.472013,0.821546,0.933475,0.350034,0.840505,0.870442,0.51275,0.852701,0.985955,0.356405,0.857819,0.97926
25,0.343803,0.441628,0.999079,0.394212,0.470912,0.999897,0.306023,0.507124,0.999644,0.442276,0.421039,0.885265,0.251702,0.545817,0.950487,0.457865,0.35807,0.924375,0.243647,0.489727,0.982938,0.467407,0.340351,0.924768,0.234534,0.475161,0.975143,0.414969,0.633296,0.999911,0.358707,0.641912,0.999874,0.456906,0.727901,0.921449,0.349261,0.732677,0.954754,0.480851,0.810662,0.987255,0.347547,0.827805,0.988286,0.471893,0.819802,0.930457,0.350038,0.840599,0.864134,0.512697,0.852746,0.986136,0.356568,0.857848,0.97856
26,0.344348,0.441695,0.999093,0.393986,0.471138,0.999897,0.306601,0.508254,0.999638,0.442164,0.42378,0.894361,0.252358,0.547123,0.948845,0.461326,0.359777,0.93157,0.245065,0.490096,0.98379,0.470604,0.341473,0.931796,0.235793,0.475593,0.976548,0.417034,0.633333,0.999909,0.360318,0.642041,0.99987,0.458924,0.727702,0.926885,0.349642,0.732693,0.954732,0.48084,0.810565,0.98793,0.347542,0.827831,0.988455,0.471405,0.819851,0.931213,0.350022,0.840671,0.863732,0.512685,0.852809,0.986742,0.356584,0.857896,0.978867
27,0.345309,0.441833,0.9991,0.393985,0.471348,0.999895,0.30675,0.508727,0.999618,0.442586,0.423373,0.902917,0.252803,0.547627,0.948411,0.462771,0.359831,0.938084,0.24554,0.490028,0.984593,0.471706,0.341358,0.938138,0.236398,0.475639,0.977784,0.418046,0.633375,0.999906,0.361208,0.642313,0.999863,0.460436,0.727746,0.931897,0.35007,0.732871,0.954546,0.480868,0.810553,0.988434,0.347534,0.827864,0.988294,0.471079,0.819877,0.930883,0.350065,0.840761,0.861016,0.512659,0.852835,0.987131,0.356495,0.857955,0.978585
28,0.346365,0.442484,0.999109,0.395098,0.471355,0.999896,0.307444,0.5085,0.999615,0.444116,0.423236,0.910808,0.253212,0.547476,0.948259,0.465133,0.360147,0.944003,0.247853,0.490047,0.985474,0.476553,0.34217,0.94395,0.239983,0.475791,0.979155,0.419329,0.633389,0.999898,0.363149,0.64246,0.999848,0.462223,0.727466,0.935743,0.351137,0.733073,0.952654,0.480717,0.810919,0.988598,0.34752,0.827892,0.987492,0.470929,0.82062,0.929567,0.349861,0.840803,0.852632,0.512613,0.852966,0.987246,0.356851,0.85804,0.977325
29,0.347091,0.442587,0.999118,0.395765,0.471374,0.999898,0.307904,0.508441,0.99961,0.444908,0.422882,0.917938,0.253415,0.547543,0.947653,0.466739,0.36005,0.949338,0.248887,0.489959,0.986134,0.479242,0.342208,0.94919,0.241467,0.475761,0.980221,0.420267,0.63341,0.999894,0.364219,0.642694,0.999839,0.463209,0.727446,0.939761,0.351831,0.733289,0.951861,0.480638,0.811174,0.988957,0.347509,0.827913,0.98714,0.470738,0.821001,0.92951,0.349746,0.840852,0.847479,0.512558,0.853043,0.987585,0.357186,0.85807,0.976793
30,0.351398,0.442614,0.999171,0.397418,0.471156,0.999902,0.310487,0.508368,0.999621,0.446321,0.421893,0.924614,0.25508,0.54701,0.947849,0.479094,0.361396,0.954266,0.249488,0.488416,0.987038,0.492346,0.343688,0.954093,0.242372,0.474969,0.981614,0.422139,0.633805,0.999889,0.367411,0.642852,0.999828,0.465526,0.727296,0.942204,0.353046,0.733557,0.949356,0.480384,0.811906,0.989003,0.347494,0.827931,0.986359,0.468706,0.822683,0.929374,0.349344,0.840928,0.840503,0.512563,0.85308,0.987731,0.357818,0.85816,0.975758
31,0.354942,0.442718,0.999206,0.399991,0.470867,0.999905,0.314058,0.508414,0.999625,0.451151,0.421799,0.930685,0.2577,0.546796,0.948057,0.492961,0.362754,0.958666,0.250815,0.486323,0.987839,0.505631,0.34493,0.958461,0.242956,0.473514,0.982853,0.4246,0.63393,0.999883,0.370061,0.642874,0.999815,0.466976,0.727239,0.943984,0.354575,0.733783,0.946674,0.478093,0.813746,0.988925,0.347496,0.827953,0.985349,0.464233,0.825471,0.929146,0.349229,0.841212,0.833619,0.512324,0.853462,0.987717,0.357997,0.858229,0.974318
32,0.362764,0.442853,0.999237,0.4062,0.470924,0.999909,0.3182,0.509695,0.999636,0.462723,0.42237,0.935599,0.261456,0.54652,0.948654,0.515833,0.371441,0.962588,0.257402,0.484686,0.988694,0.52928,0.354566,0.962372,0.251714,0.471533,0.98412,0.428991,0.634836,0.999869,0.37623,0.643097,0.999791,0.469211,0.727248,0.936809,0.357627,0.733878,0.93469,0.470556,0.816468,0.98704,0.347565,0.827957,0.980306,0.457068,0.83146,0.9262,0.348458,0.841251,0.813834,0.51236,0.85365,0.986217,0.359515,0.858305,0.967449
33,0.365287,0.442865,0.999285,0.409118,0.470968,0.999912,0.32026,0.509539,0.99965,0.467415,0.423175,0.940092,0.263283,0.545873,0.950001,0.51923,0.373916,0.966076,0.260178,0.484723,0.989449,0.532977,0.358004,0.965839,0.25541,0.471464,0.985223,0.430697,0.63514,0.999865,0.378112,0.643147,0.999785,0.46947,0.727833,0.934486,0.358375,0.734286,0.929355,0.46782,0.81758,0.986351,0.347669,0.828119,0.978699,0.454922,0.833427,0.926111,0.348612,0.841686,0.807434,0.512242,0.853867,0.985753,0.359463,0.857991,0.965339
34,0.374158,0.44326,0.999305,0.419515,0.471442,0.999913,0.325948,0.509428,0.999656,0.485066,0.431074,0.942374,0.266754,0.54524,0.951381,0.542216,0.388827,0.968959,0.267698,0.483083,0.990001,0.560288,0.374716,0.96868,0.265739,0.467463,0.985993,0.43529,0.636559,0.999857,0.383595,0.643969,0.999773,0.471048,0.729051,0.91854,0.362363,0.734515,0.920181,0.463783,0.821653,0.984345,0.348267,0.82814,0.97512,0.451882,0.840175,0.924836,0.348632,0.841901,0.796842,0.512237,0.853835,0.983987,0.359368,0.857865,0.960415
35,0.381917,0.443432,0.999338,0.43122,0.474344,0.999917,0.335503,0.509058,0.999662,0.501538,0.45065,0.943832,0.277177,0.540076,0.95229,0.568119,0.416844,0.971194,0.273503,0.482237,0.989406,0.585084,0.405742,0.970665,0.277672,0.464396,0.985022,0.442624,0.638835,0.999859,0.392253,0.644548,0.999776,0.475471,0.729807,0.90325,0.36898,0.734505,0.916016,0.461607,0.823394,0.982642,0.348922,0.82815,0.973228,0.449744,0.842731,0.924506,0.348561,0.841917,0.790975,0.511959,0.853798,0.982807,0.359323,0.857919,0.958448
36,0.386307,0.444739,0.99936,0.432743,0.47502,0.99992,0.338008,0.50899,0.99966,0.5051,0.453894,0.944384,0.275716,0.538027,0.953124,0.568567,0.420283,0.97321,0.275071,0.476136,0.988741,0.587496,0.408182,0.972542,0.279538,0.457684,0.983761,0.446065,0.640229,0.999859,0.3946,0.646161,0.999775,0.476423,0.731732,0.887943,0.369905,0.735329,0.906615,0.460882,0.824524,0.980768,0.349172,0.82807,0.970072,0.449073,0.844061,0.923039,0.348547,0.841712,0.779533,0.511948,0.853793,0.981229,0.359244,0.858076,0.954186
37,0.395148,0.44513,0.999316,0.446648,0.480397,0.999919,0.34784,0.509074,0.999661,0.521352,0.472026,0.942103,0.283792,0.530616,0.955533,0.5846,0.447204,0.974429,0.288683,0.472427,0.988881,0.603109,0.441998,0.973527,0.292502,0.456361,0.983639,0.453843,0.643575,0.999856,0.403947,0.647933,0.999776,0.480914,0.732381,0.869451,0.376724,0.735475,0.906464,0.461126,0.825429,0.979874,0.349861,0.827932,0.969896,0.448761,0.844726,0.923836,0.348117,0.841516,0.779545,0.510797,0.853853,0.98056,0.359271,0.858912,0.954232
38,0.410837,0.445151,0.999366,0.457935,0.48603,0.999919,0.358639,0.508108,0.99967,0.530137,0.496474,0.936721,0.292864,0.510417,0.959165,0.596255,0.480878,0.975324,0.298406,0.452756,0.989525,0.619804,0.476476,0.974145,0.30415,0.442305,0.984244,0.464495,0.64356,0.999856,0.414888,0.648467,0.999782,0.485887,0.733745,0.862958,0.389026,0.735495,0.903921,0.461204,0.826219,0.979551,0.351082,0.824913,0.969389,0.446846,0.845924,0.926193,0.347916,0.836556,0.779552,0.51044,0.853965,0.980606,0.359247,0.85953,0.954132
39,0.414833,0.445053,0.99941,0.461072,0.488042,0.999922,0.360259,0.506768,0.99969,0.529775,0.499543,0.933208,0.294313,0.51136,0.962527,0.597077,0.482568,0.976622,0.300998,0.451488,0.990387,0.619627,0.478425,0.975502,0.306407,0.441441,0.985473,0.468166,0.64325,0.999859,0.415841,0.648598,0.99979,0.487108,0.73391,0.854771,0.391008,0.735941,0.903848,0.461275,0.826301,0.979839,0.352583,0.823831,0.97,0.445528,0.846243,0.929342,0.347879,0.83591,0.783049,0.510398,0.853967,0.981302,0.35969,0.859737,0.955516
40,0.429217,0.44399,0.999459,0.467718,0.494439,0.999922,0.375128,0.504304,0.999706,0.531059,0.520028,0.926767,0.309079,0.493451,0.966043,0.60039,0.51329,0.976638,0.313679,0.441632,0.991146,0.623919,0.510413,0.974747,0.315119,0.429928,0.986322,0.476371,0.642697,0.999865,0.428016,0.6464,0.999803,0.487912,0.734389,0.853481,0.406554,0.735923,0.908668,0.460943,0.82705,0.980243,0.354975,0.82186,0.971026,0.444811,0.846328,0.932627,0.347845,0.832918,0.787851,0.510393,0.854009,0.981951,0.360375,0.860052,0.957497
41,0.431584,0.444033,0.999508,0.469311,0.496086,0.999925,0.377939,0.50286,0.999726,0.530823,0.52035,0.924471,0.314064,0.491558,0.969235,0.598747,0.515808,0.978147,0.31703,0.439499,0.991966,0.622063,0.510644,0.976272,0.316298,0.428459,0.987533,0.478245,0.642293,0.999871,0.428504,0.645466,0.999815,0.487644,0.734403,0.854809,0.409308,0.735844,0.914757,0.460685,0.827382,0.98109,0.356221,0.819434,0.972735,0.445086,0.846265,0.936824,0.347764,0.830294,0.798009,0.509628,0.853984,0.983007,0.360348,0.860053,0.960336
42,0.44417,0.444033,0.999556,0.472655,0.50128,0.999931,0.393191,0.497575,0.999748,0.528109,0.539193,0.923824,0.349438,0.466735,0.972192,0.598105,0.537253,0.979552,0.339765,0.42445,0.992662,0.621014,0.537217,0.977445,0.336327,0.415325,0.98852,0.480927,0.638505,0.999882,0.43821,0.638727,0.999831,0.486569,0.733801,0.862463,0.430434,0.734203,0.922709,0.46039,0.828312,0.982136,0.361445,0.81583,0.975087,0.445407,0.846252,0.941342,0.348718,0.823084,0.813685,0.509734,0.854114,0.98422,0.361807,0.86017,0.963918
43,0.453803,0.444145,0.9996,0.467122,0.503221,0.999937,0.421571,0.489291,0.999768,0.523195,0.553864,0.923324,0.399599,0.445527,0.974802,0.589792,0.557335,0.981086,0.372187,0.406541,0.992976,0.612278,0.559987,0.978886,0.364841,0.400835,0.988809,0.476682,0.634227,0.999893,0.448183,0.633491,0.999847,0.484147,0.73211,0.864136,0.455705,0.732641,0.930283,0.459543,0.829005,0.982202,0.368057,0.81303,0.9774,0.445327,0.846479,0.945077,0.350247,0.815395,0.830728,0.509742,0.854106,0.985014,0.36349,0.860462,0.967348
44,0.454599,0.444067,0.99964,0.466511,0.503349,0.999943,0.427568,0.48718,0.999788,0.520132,0.554779,0.919027,0.405846,0.448468,0.977177,0.586753,0.559841,0.982251,0.373413,0.406773,0.993471,0.609527,0.563101,0.979925,0.36635,0.40319,0.989507,0.473661,0.630801,0.999903,0.447149,0.628728,0.999862,0.483432,0.730948,0.862051,0.457826,0.73143,0.936989,0.459124,0.828829,0.981895,0.369632,0.812043,0.979422,0.444923,0.846347,0.948057,0.351469,0.814147,0.845711,0.509727,0.854054,0.985593,0.364392,0.861359,0.970393
45,0.468333,0.438436,0.999676,0.463906,0.501652,0.999948,0.444787,0.477026,0.999806,0.501211,0.561445,0.920312,0.471662,0.421133,0.979369,0.577177,0.569155,0.983022,0.418766,0.388161,0.993562,0.598895,0.572672,0.980374,0.404906,0.385018,0.989418,0.472682,0.627468,0.999913,0.449659,0.624585,0.999875,0.479919,0.73097,0.873751,0.472682,0.730423,0.943285,0.459051,0.829118,0.983444,0.380034,0.80923,0.981462,0.444436,0.846986,0.952694,0.357772,0.807148,0.860927,0.510184,0.854056,0.986865,0.37365,0.862825,0.973329
46,0.477405,0.43861,0.999707,0.453996,0.500522,0.999952,0.466126,0.473319,0.999798,0.48822,0.569403,0.8997,0.533941,0.437171,0.980859,0.568597,0.567747,0.982132,0.518045,0.37988,0.992508,0.591714,0.570206,0.979644,0.50795,0.369215,0.988143,0.463488,0.628489,0.999921,0.453437,0.624897,0.999887,0.479069,0.731384,0.87289,0.481235,0.730697,0.948937,0.455287,0.828955,0.983818,0.396136,0.810917,0.983274,0.439637,0.846797,0.956103,0.374055,0.80904,0.874588,0.510466,0.85396,0.987317,0.388963,0.86507,0.975922
47,0.481812,0.439065,0.999735,0.452422,0.5013,0.999955,0.464005,0.474408,0.999789,0.486871,0.569995,0.882409,0.535039,0.439452,0.982305,0.566053,0.56633,0.981171,0.523415,0.378956,0.991617,0.587636,0.56908,0.978678,0.513889,0.369187,0.98695,0.460559,0.629008,0.999928,0.454633,0.624926,0.999897,0.477279,0.731391,0.875503,0.481858,0.730902,0.954021,0.453337,0.828919,0.984158,0.401168,0.811815,0.984897,0.438612,0.846702,0.958889,0.38125,0.809991,0.886801,0.510292,0.853965,0.987689,0.392956,0.865288,0.978241
