frame,0_x,0_y,0_v,11_x,11_y,11_v,12_x,12_y,12_v,13_x,13_y,13_v,14_x,14_y,14_v,15_x,15_y,15_v,16_x,16_y,16_v,17_x,17_y,17_v,18_x,18_y,18_v,23_x,23_y,23_v,24_x,24_y,24_v,25_x,25_y,25_v,26_x,26_y,26_v,27_x,27_y,27_v,28_x,28_y,28_v,29_x,29_y,29_v,30_x,30_y,30_v,31_x,31_y,31_v,32_x,32_y,32_v
48,0.483163,0.441769,0.999761,0.445762,0.502366,0.999959,0.475067,0.474611,0.9998,0.482777,0.565215,0.877597,0.54679,0.442605,0.983958,0.563564,0.561822,0.981002,0.588339,0.390676,0.992116,0.585228,0.562333,0.978465,0.588985,0.379939,0.987671,0.448573,0.629597,0.999935,0.459256,0.626449,0.999907,0.467269,0.73204,0.880887,0.48817,0.730674,0.958605,0.453327,0.830095,0.984982,0.415409,0.812481,0.986387,0.438474,0.847349,0.962155,0.39296,0.810874,0.897991,0.507918,0.854214,0.988339,0.406692,0.865191,0.980372
49,0.492701,0.445088,0.999781,0.446316,0.501804,0.999956,0.481101,0.472795,0.999813,0.478041,0.562666,0.85913,0.564923,0.449314,0.985517,0.550827,0.559444,0.974674,0.641255,0.442165,0.992786,0.571318,0.554791,0.972484,0.66088,0.450634,0.988677,0.44452,0.629817,0.999939,0.458751,0.626984,0.999915,0.461253,0.730302,0.869882,0.499947,0.728564,0.962702,0.4537,0.829045,0.984386,0.441121,0.812594,0.987706,0.438872,0.845306,0.964635,0.418868,0.812347,0.908034,0.494852,0.85438,0.98796,0.429708,0.864375,0.982235
50,0.5008,0.450334,0.999792,0.443837,0.502037,0.999938,0.5032,0.474319,0.999829,0.461574,0.561328,0.783491,0.581585,0.501113,0.9867,0.52672,0.569456,0.892238,0.626849,0.529783,0.993017,0.540181,0.563089,0.894546,0.63135,0.545177,0.988922,0.436911,0.630062,0.999944,0.464895,0.627103,0.999923,0.459889,0.730013,0.867107,0.506383,0.726823,0.966238,0.455987,0.828284,0.981712,0.44838,0.812653,0.988636,0.446191,0.845206,0.966117,0.431042,0.81316,0.916256,0.490228,0.856302,0.983574,0.442912,0.863454,0.982979
51,0.502986,0.453612,0.999789,0.443358,0.502238,0.999923,0.499162,0.474817,0.999843,0.461382,0.55922,0.72015,0.57943,0.503738,0.987717,0.525808,0.568553,0.820798,0.626229,0.531907,0.99318,0.538342,0.56365,0.825885,0.629791,0.548576,0.988992,0.435302,0.630028,0.999948,0.464599,0.626901,0.99993,0.460264,0.729781,0.850104,0.508792,0.725804,0.969367,0.458013,0.827516,0.975214,0.448738,0.812632,0.989316,0.449021,0.845094,0.96573,0.431426,0.813795,0.92315,0.487998,0.856949,0.974427,0.443065,0.86331,0.982986
52,0.506837,0.454304,0.999805,0.443252,0.503217,0.99992,0.508196,0.47566,0.999857,0.463081,0.559952,0.659379,0.571178,0.520405,0.988651,0.523765,0.572849,0.761611,0.610898,0.564631,0.993122,0.536512,0.56594,0.770572,0.612504,0.580046,0.988754,0.434295,0.630106,0.999952,0.467048,0.627209,0.999936,0.458631,0.730072,0.846069,0.512802,0.725062,0.972146,0.461344,0.826389,0.970733,0.453668,0.812691,0.989974,0.452013,0.84466,0.966441,0.436328,0.813915,0.929632,0.485681,0.857618,0.968894,0.448435,0.863266,0.983401
53,0.509161,0.454951,0.999821,0.442505,0.503148,0.999918,0.515713,0.483906,0.99987,0.450214,0.566936,0.611521,0.567463,0.545177,0.989376,0.520811,0.57798,0.712455,0.59523,0.58666,0.992791,0.535161,0.573021,0.724569,0.597374,0.601754,0.987973,0.434456,0.630203,0.999955,0.468999,0.62739,0.999941,0.456402,0.731255,0.847487,0.515569,0.724229,0.974519,0.464381,0.826732,0.966557,0.454864,0.812972,0.990204,0.455813,0.846678,0.967041,0.437781,0.814346,0.934586,0.4874,0.857747,0.962463,0.449887,0.863015,0.982559
54,0.520088,0.459919,0.999838,0.441218,0.505586,0.999921,0.522059,0.495847,0.999883,0.415667,0.570755,0.563981,0.547927,0.572265,0.989609,0.46626,0.595794,0.646466,0.593802,0.614811,0.990931,0.47472,0.603967,0.658974,0.58173,0.631642,0.984386,0.434953,0.631648,0.999957,0.471688,0.631306,0.999946,0.456464,0.733223,0.847008,0.51636,0.724339,0.976365,0.465799,0.827696,0.959916,0.457924,0.813306,0.989509,0.455999,0.849156,0.965837,0.439997,0.815031,0.936412,0.489039,0.857718,0.949705,0.452664,0.862636,0.978464
55,0.527633,0.464571,0.999852,0.441381,0.507529,0.999927,0.522306,0.501142,0.999893,0.395041,0.570034,0.549365,0.53473,0.580211,0.989672,0.435458,0.598357,0.603816,0.528911,0.623687,0.982711,0.440834,0.611527,0.615614,0.527931,0.635503,0.969867,0.436012,0.632988,0.99996,0.47385,0.63496,0.99995,0.456274,0.733506,0.852278,0.516866,0.726216,0.978086,0.465332,0.826596,0.95866,0.459498,0.813353,0.989365,0.455686,0.847061,0.965514,0.441812,0.816,0.938429,0.487672,0.857683,0.94584,0.452117,0.862114,0.976924
56,0.530721,0.466925,0.999866,0.441619,0.508469,0.999933,0.523766,0.504162,0.999902,0.392564,0.569072,0.530511,0.527108,0.586438,0.988679,0.432584,0.598861,0.561117,0.51484,0.630217,0.947421,0.438789,0.612013,0.571927,0.516061,0.64383,0.92067,0.436826,0.633342,0.999963,0.473608,0.635566,0.999954,0.456173,0.733626,0.860194,0.516079,0.727036,0.979884,0.46527,0.826596,0.959102,0.458496,0.813381,0.989707,0.455767,0.847549,0.965528,0.441255,0.816687,0.941052,0.488729,0.857118,0.944395,0.451257,0.860964,0.976737
57,0.534047,0.467594,0.999877,0.44106,0.508047,0.999939,0.525271,0.504749,0.999908,0.385276,0.545142,0.539971,0.51231,0.571259,0.972531,0.4103,0.592587,0.533404,0.499801,0.61265,0.860437,0.415895,0.605753,0.539496,0.501444,0.629569,0.834387,0.436412,0.634443,0.999966,0.47377,0.636324,0.999958,0.4568,0.734552,0.868547,0.51461,0.728192,0.981445,0.465225,0.826591,0.959361,0.457639,0.813226,0.989828,0.455996,0.847523,0.965475,0.440296,0.816688,0.942871,0.489325,0.857378,0.94153,0.450371,0.861098,0.975681
58,0.535176,0.468248,0.999887,0.439424,0.506721,0.999944,0.525242,0.505889,0.999906,0.379279,0.532904,0.562076,0.50908,0.574048,0.917774,0.404055,0.588779,0.516634,0.491645,0.597362,0.775761,0.40889,0.603305,0.515847,0.499059,0.605642,0.752238,0.436276,0.63518,0.999969,0.47451,0.637274,0.999962,0.45719,0.735022,0.875145,0.513705,0.728866,0.982514,0.465419,0.826672,0.959313,0.457247,0.813231,0.989141,0.456508,0.847225,0.964887,0.439814,0.816741,0.941804,0.489417,0.85737,0.936732,0.448812,0.861171,0.971786
59,0.534902,0.468673,0.999897,0.438866,0.503247,0.99995,0.525925,0.506806,0.999908,0.37542,0.526816,0.600848,0.50868,0.577933,0.913949,0.399249,0.58691,0.521599,0.485333,0.595422,0.699088,0.404305,0.597938,0.50916,0.484142,0.604273,0.677615,0.435981,0.635712,0.999972,0.475791,0.638397,0.999965,0.457151,0.735384,0.883449,0.513284,0.729597,0.983799,0.465343,0.827105,0.96124,0.457513,0.813072,0.988996,0.456485,0.847299,0.966837,0.440522,0.816749,0.944048,0.489729,0.857086,0.937112,0.448711,0.861113,0.969759
60,0.535272,0.467499,0.999906,0.438688,0.49962,0.999954,0.525042,0.507618,0.999908,0.374317,0.518321,0.635572,0.509976,0.579978,0.915118,0.394715,0.573607,0.533405,0.484182,0.600377,0.630281,0.398444,0.591603,0.512441,0.480623,0.610289,0.610588,0.435982,0.636196,0.999974,0.475747,0.639634,0.999967,0.456219,0.735452,0.890993,0.512759,0.730102,0.984989,0.465254,0.828275,0.963598,0.457754,0.813065,0.989199,0.456289,0.848864,0.968927,0.441166,0.816799,0.946445,0.491429,0.856855,0.939989,0.450934,0.860202,0.969643
61,0.535446,0.466807,0.999914,0.438609,0.497958,0.999958,0.524779,0.508071,0.999909,0.374034,0.516895,0.666761,0.510765,0.5805,0.916251,0.394144,0.569719,0.543536,0.483853,0.601646,0.568505,0.398153,0.58863,0.514901,0.479942,0.611881,0.550368,0.435889,0.636424,0.999976,0.475515,0.640037,0.999969,0.455925,0.735483,0.897864,0.512725,0.730359,0.986031,0.465173,0.828626,0.965699,0.458039,0.813,0.989334,0.456151,0.849459,0.970832,0.441376,0.816827,0.948606,0.492156,0.856797,0.942506,0.452153,0.85965,0.969371
62,0.53428,0.46421,0.999919,0.43866,0.496884,0.999962,0.52371,0.507794,0.999902,0.374887,0.51852,0.652011,0.508557,0.580639,0.868122,0.399114,0.570855,0.50897,0.481602,0.604445,0.513612,0.404086,0.588507,0.481508,0.478944,0.613196,0.497231,0.435692,0.636961,0.999978,0.475019,0.640861,0.99997,0.454633,0.73548,0.895476,0.512579,0.73035,0.985684,0.464556,0.828605,0.963661,0.45798,0.81286,0.987906,0.456005,0.849409,0.968923,0.440894,0.816828,0.944414,0.49053,0.856793,0.935836,0.45286,0.859047,0.963324
63,0.532724,0.461379,0.999924,0.43838,0.496555,0.999964,0.523624,0.506062,0.999904,0.37865,0.523237,0.626377,0.507428,0.576937,0.86453,0.407086,0.573746,0.474372,0.488003,0.620909,0.469343,0.412666,0.589879,0.448882,0.486987,0.631317,0.452796,0.434674,0.636626,0.999979,0.473801,0.640514,0.999972,0.452938,0.735176,0.897765,0.512186,0.730322,0.986492,0.463957,0.827611,0.964154,0.457337,0.812745,0.988359,0.455843,0.845695,0.968061,0.440644,0.816844,0.945225,0.49006,0.856784,0.935636,0.451968,0.860339,0.964224
64,0.532051,0.459839,0.999929,0.438246,0.496385,0.999966,0.523411,0.504967,0.999906,0.379824,0.525219,0.599383,0.506953,0.576939,0.858102,0.408713,0.575434,0.440386,0.489897,0.623165,0.427459,0.414348,0.590544,0.416878,0.489598,0.633539,0.411307,0.434168,0.63642,0.999981,0.472922,0.640264,0.999975,0.452106,0.73503,0.898269,0.511939,0.730316,0.987131,0.463623,0.827041,0.964062,0.457032,0.812699,0.988661,0.455751,0.844432,0.966952,0.440203,0.816857,0.94545,0.49014,0.856752,0.934529,0.451158,0.861056,0.964643
65,0.531331,0.45736,0.999935,0.438902,0.496556,0.999967,0.515614,0.50371,0.999914,0.382151,0.537778,0.579941,0.505663,0.57669,0.871912,0.412405,0.58631,0.420127,0.496821,0.636154,0.476058,0.418034,0.601372,0.40088,0.49626,0.65149,0.452703,0.434207,0.633795,0.999982,0.471032,0.637963,0.999977,0.451097,0.732077,0.905038,0.50884,0.730281,0.988319,0.462148,0.827061,0.966699,0.451817,0.812703,0.989675,0.455084,0.844515,0.968805,0.43139,0.816761,0.949647,0.488629,0.856455,0.939387,0.448818,0.861119,0.967731
